UIO_Encoding,"(4,4)"
"[0, 0, 0, 0, 0, 0, 0, 0]",0
"[0, 0, 0, 0, 0, 0, 0, 1]",0
"[0, 0, 0, 0, 0, 0, 0, 2]",0
"[0, 0, 0, 0, 0, 0, 0, 3]",0
"[0, 0, 0, 0, 0, 0, 0, 4]",0
"[0, 0, 0, 0, 0, 0, 0, 5]",0
"[0, 0, 0, 0, 0, 0, 0, 6]",0
"[0, 0, 0, 0, 0, 0, 0, 7]",0
"[0, 0, 0, 0, 0, 0, 1, 1]",0
"[0, 0, 0, 0, 0, 0, 1, 2]",0
"[0, 0, 0, 0, 0, 0, 1, 3]",0
"[0, 0, 0, 0, 0, 0, 1, 4]",0
"[0, 0, 0, 0, 0, 0, 1, 5]",0
"[0, 0, 0, 0, 0, 0, 1, 6]",0
"[0, 0, 0, 0, 0, 0, 1, 7]",0
"[0, 0, 0, 0, 0, 0, 2, 2]",0
"[0, 0, 0, 0, 0, 0, 2, 3]",0
"[0, 0, 0, 0, 0, 0, 2, 4]",0
"[0, 0, 0, 0, 0, 0, 2, 5]",0
"[0, 0, 0, 0, 0, 0, 2, 6]",0
"[0, 0, 0, 0, 0, 0, 2, 7]",0
"[0, 0, 0, 0, 0, 0, 3, 3]",0
"[0, 0, 0, 0, 0, 0, 3, 4]",0
"[0, 0, 0, 0, 0, 0, 3, 5]",0
"[0, 0, 0, 0, 0, 0, 3, 6]",0
"[0, 0, 0, 0, 0, 0, 3, 7]",0
"[0, 0, 0, 0, 0, 0, 4, 4]",0
"[0, 0, 0, 0, 0, 0, 4, 5]",0
"[0, 0, 0, 0, 0, 0, 4, 6]",0
"[0, 0, 0, 0, 0, 0, 4, 7]",0
"[0, 0, 0, 0, 0, 0, 5, 5]",0
"[0, 0, 0, 0, 0, 0, 5, 6]",0
"[0, 0, 0, 0, 0, 0, 5, 7]",0
"[0, 0, 0, 0, 0, 0, 6, 6]",0
"[0, 0, 0, 0, 0, 0, 6, 7]",0
"[0, 0, 0, 0, 0, 1, 1, 1]",0
"[0, 0, 0, 0, 0, 1, 1, 2]",0
"[0, 0, 0, 0, 0, 1, 1, 3]",0
"[0, 0, 0, 0, 0, 1, 1, 4]",0
"[0, 0, 0, 0, 0, 1, 1, 5]",0
"[0, 0, 0, 0, 0, 1, 1, 6]",0
"[0, 0, 0, 0, 0, 1, 1, 7]",0
"[0, 0, 0, 0, 0, 1, 2, 2]",0
"[0, 0, 0, 0, 0, 1, 2, 3]",0
"[0, 0, 0, 0, 0, 1, 2, 4]",0
"[0, 0, 0, 0, 0, 1, 2, 5]",0
"[0, 0, 0, 0, 0, 1, 2, 6]",0
"[0, 0, 0, 0, 0, 1, 2, 7]",0
"[0, 0, 0, 0, 0, 1, 3, 3]",0
"[0, 0, 0, 0, 0, 1, 3, 4]",0
"[0, 0, 0, 0, 0, 1, 3, 5]",0
"[0, 0, 0, 0, 0, 1, 3, 6]",0
"[0, 0, 0, 0, 0, 1, 3, 7]",0
"[0, 0, 0, 0, 0, 1, 4, 4]",0
"[0, 0, 0, 0, 0, 1, 4, 5]",0
"[0, 0, 0, 0, 0, 1, 4, 6]",0
"[0, 0, 0, 0, 0, 1, 4, 7]",0
"[0, 0, 0, 0, 0, 1, 5, 5]",0
"[0, 0, 0, 0, 0, 1, 5, 6]",0
"[0, 0, 0, 0, 0, 1, 5, 7]",0
"[0, 0, 0, 0, 0, 1, 6, 6]",0
"[0, 0, 0, 0, 0, 1, 6, 7]",0
"[0, 0, 0, 0, 0, 2, 2, 2]",0
"[0, 0, 0, 0, 0, 2, 2, 3]",0
"[0, 0, 0, 0, 0, 2, 2, 4]",0
"[0, 0, 0, 0, 0, 2, 2, 5]",0
"[0, 0, 0, 0, 0, 2, 2, 6]",0
"[0, 0, 0, 0, 0, 2, 2, 7]",0
"[0, 0, 0, 0, 0, 2, 3, 3]",0
"[0, 0, 0, 0, 0, 2, 3, 4]",0
"[0, 0, 0, 0, 0, 2, 3, 5]",0
"[0, 0, 0, 0, 0, 2, 3, 6]",0
"[0, 0, 0, 0, 0, 2, 3, 7]",0
"[0, 0, 0, 0, 0, 2, 4, 4]",0
"[0, 0, 0, 0, 0, 2, 4, 5]",0
"[0, 0, 0, 0, 0, 2, 4, 6]",0
"[0, 0, 0, 0, 0, 2, 4, 7]",0
"[0, 0, 0, 0, 0, 2, 5, 5]",0
"[0, 0, 0, 0, 0, 2, 5, 6]",0
"[0, 0, 0, 0, 0, 2, 5, 7]",0
"[0, 0, 0, 0, 0, 2, 6, 6]",0
"[0, 0, 0, 0, 0, 2, 6, 7]",0
"[0, 0, 0, 0, 0, 3, 3, 3]",0
